3930658,Plastic ski and method of making the same,1/6/76, A snow ski having a plastic foam core formed in situ between preformed top and bottom subassemblies. ,AMF Incorporated,"JohnG. Howe,WilliamL. Schmidt","370,372,938,165,733,000,000"
3930659,Ski brake,1/6/76," A ski brake for bringing a lost ski on a ski slope to a halt, comprises arms which pivot under spring action into an operative position in which a pointed front end of each arm digs into the snow when the ski boot leaves its bindings. Insertion of the ski boot in the binding causes a pedal to be depressed onto the ski and the pedal moves the arms back into an inoperative position almost parallel to the ski. The rear end of each arm is hollow and contains a spring-loaded piston which bears on a cam. In one embodiment the cam is fixed relative to the ski, and the piston and the arm pivot around the cam surface under the action of the spring when the pedal is released. In another embodiment the cam is part of the arm and forms a pivot mounted to rotate in a bearing in a part of the ski. The cam is pivotted by the spring-loaded piston which in this embodiment is slidably mounted in a sleeve fixed relative to the ski. ",S.A. Francois Salomon & Fils,GeorgesPierreJoseph Salomon,"35,115,163,741,575,300,000,000,000,000,000,000"
3930660,Ski binding,1/6/76," A ski binding includes a soleplate, integral with a boot sole or adapted to carry a boot, to which a plate is hinged at one end about a transverse axis, this plate having an opening with a bevelled edge which passes about and comes to jam under the head of a pin fixed perpendicular to the ski. A spring urged locking member acts on the other end of the soleplate to releasably hold said other end against pivoting about said transverse axis or about said pin, and to releasably jam said opening under the head of the pin. A fixture can be provided for locking said plate on the ski whereby, when said locking member is disengaged, the soleplate is freed for pivoting about the transverse axis e.g. during ski touring. ",,Jean-Paul Frechin,"254,557,424,914,853,000,000"
3930661,Safety ski-binding,1/6/76," In a safety ski-binding comprising an elongated sole plate for supporting a ski boot, sole depressors provided on the sole plate for releasably retaining the boot thereon and mounting means for holding the sole plate to the ski except on the occurrence of an overload, the sole plate is provided with at least one transverse horizontal pivotal axis disposed in the region supporting the ball of the boot so that the sole plate can bend to an upwardly concave shape and adapt itself to a corresponding curvature of the ski during use. The sole plate may be made in two or more parts which are hinged to one another, in which case the or each hinge line constitutes the respective pivotal axis, or at least the ball-supporting region of the sole plate may comprise a thin and flexible sheet having a plurality of juxtaposed transverse members secured to its underside. ",,Hannes Marker,"385,474,438,011,213,000,000"
3930662,Chair and hand truck combination,1/6/76," A chair and hand truck combination is disclosed comprising a platform upon which a load may be set and removed, a pair of wheels partially supporting the platform, a back rest extending upwardly from the platform, and a pair of arm rests extending above the platform from the back rest. ",,ThomasD. Manner,"3,230,006,303,122,830,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
3930663,Collapsible carrier for equestrian saddle,1/6/76," A frame is provided with a pair of spaced ground wheels at the lower end thereof and a handle at the upper end thereof. A saddle-bearing member is pivotally mounted upon the frame to be selectively folded against the frame or, alternately, supported in a generally horizontal saddle-bearing position by a foldable strut. Foldable ground support means are also pivotally secured to the frame for cooperating with the ground wheels to support the carrier in an upright position. Seat and shade means are selectively attachable to the frame. ",,RobertD. Scripter,"27,060,082,957,700"
3930664,Occupant restraint system,1/6/76," A vehicle body includes a manifold extending transversely of the instrument panel adjacent the windshield. An oval-shaped, slotted diffuser is secured to the manifold and communicates with a source of pressure fluid. An occupant restraint cushion includes an unbilical portion communicating with the diffuser and also includes a pillow portion. The cushion is stored within the manifold. A cover is provided for the manifold. When the source of pressure fluid is communicated with the diffuser, the diffuser expands from an oval shape toward a round shape and relocates the slots during such change in shape. This moves the cover to an open position. The umbilical portion is then projected rearwardly of the body and is located between the windshield and instrument panel when inflated. The pillow portion is erected generally vertically of the body rearwardly of the frontal portion of the instrument panel. ",General Motors Corporation,"CarlM. Savage, Jr.,BenC. Parr","35,912,013,799,573,300,000,000,000,000,000,000,000,000,000,000,000,000,000"
3930665,Energy absorbing panel structure,1/6/76," Two uniform sheets are separated from each other by a corrugated member. The alternating ridges of the corrugated member are spot-welded to the inner surfaces of the two sheets. One of the sheets forms an impact receiving surface and has rows of slots, each row being located between the ridges. Upon impact, the slotted sheet is fractured and the adjoining spot-welded sections of the corrugated member are progressively deformed to distribute the impact force over a large area. ",Nissan Motor Company Limited,Kazuo Ikawa,"3,806,154,377,471,330,000,000,000,000"
3930666,Hybrid gas system for automobile passenger restraint system,1/6/76," A hybrid system is described for inflating an automobile passenger restraint bag. Part of the gas for inflating the bag is stored in a high pressure gas reservoir. Another portion is generated by combustion of a pyrotechnic mixture. In a preferred embodiment the gas storage cylinder and pyrotechnic generator are coaxial with an axial gas flow passage through the pyrotechnic generator for collecting and conveying gas. A frangible diaphragm separates the pyrotechnic gas generator from the high pressure gas storage vessel. The gas generator has four compartments surrounding the gas flow passage, each containing a pyrotechnic gas generator grain. Combustion gas flows from one of these compartments through another and thence to the axial gas passage. In each embodiment the two inflation gas sources are in series with the inflatable bag rather than in parallel with each other. ",Specialty Products Development Corporation,"RobertW. Lynch,VincentO. Catanzarite","36,490,453,663,036,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
3930667,Inflatable garment for crash protection,1/6/76," An inflatable garment or suit of clothing worn by a motorcycle rider is detachably connected with a source of pressurized gas operative to inflate the suit in response to a predetermined deceleration of the motorcycle, or manual operation of a trigger adjacent the motorcycle hand grip when a crash or spill appears to be inevitable. If the rider jumps or is thrown from the motorcycle, the suit will pull loose from the gas source by virtue of the detachable connection and will remain inflated for an appreciable time interval to protect the rider from multiple impacts. The detachable connection is also manually operative to permit the rider to disengage the suit in its non-inflated condition from the gas source without triggering the latter, and thereby to leave the motorcycle while still wearing the suit. ",,"AndrewJ. Osuchowski,RobertS. Lulenski","2,316,101,344,196,330,000,000,000,000,000,000,000,000,000,000,000"
3930668,Stabilizer foot for backhoes and the like,1/6/76," A foot for the stabilizer arm of a backhoe or like construction equipment having a plurality of ground-engaging faces suitable for use in stabilizing with different ground surfaces. The foot comprises a detachable pad which may be pivotally attached to the stabilizer arm and retained in selected different orientations, with each orientation providing a different ground-engaging face. ","The Charles Machine Works, Inc.","FredH. Kohman,KennethW. Schuermann","29,920,162,623,679,200,000,000,000,000,000,000"
3930669,Steerable trailer suspension system,1/6/76," A trailer suspension system eliminating jackknifing of the towing tractor and trailer assembly, providing stability to the trailer and more efficient braking especially during emergency stops and materially increasing vehicle maneuverability. Steering control is provided by a connection with the towing tractor in laterally offset relation to the vertical pivot axis formed by the kingpin and fifth wheel articulate connection between the towing tractor and trailer. The steerable wheels in the trailer suspension are supported by a generally right angular spindle structure connected to walking beam assemblies for pivotal movement about generally vertical axes which are oriented forwardly of the horizontal axis of rotation of the steerable wheels with the spindle assemblies being interconnected by parallel, vertically spaced rods provided with universal connection with the spindle assemblies for maintaining proper orientation of the steerable wheels during their steering movement and during relative vertical movement. The trailer suspension includes independently and resiliently supported axle and spindle assemblies in the form of a two axle or three axle tandem assembly with the resilient independent support for the suspension axles effectively maintaining wheel contact with the ground surface for more effective braking and greater vehicle stability. ",East Sandia Industrial Group,"Anthony Parisi,MelvinM. Kollander,NormanA. Kollander,JamesB. Wade","29,542,393,690,698,300,000,000,000,000,000,000"
3930670,Oscillation damping and stabilizing trailer hitch dolly,1/6/76," This dolly frame has a cross member upon which a pair of ground wheels are rotatably mounted and from which laterally-spaced opposite side members project forward. These side members terminate in wedge-shaped coupling members pivotally connected to coupling member adapters permanently secured to the rearward portion of the towing vehicle chassis, thereby providing limited rise and fall of the dolly relatively to the adapters. The center of a transverse leaf spring mounted on the cross member engages the lower end of a trailer hitch ball structure mounted on a cross-head which is in turn connected to a shock absorber to thereby dampen the oscillation of the leaf spring and thereby eliminate the pitching otherwise transmitted to the towing car as a jerking motion back and forth when the dolly hits a bad bump. ",Robert Whittemore Haskins,RobertWilliam Haskins,"2,622,891,230,224,620,000,000,000,000"
3930671,Color former and pressure-sensitive copying paper,1/6/76," A 1,3-dihydro-1-oxo-benzo[b]thieno[2,3-C]furan derivative represented by the following General Formula I ##SPC1## or a 1,3-dihydro-3-oxo-benzo[b]thieno[2,3-C]furan derivative represented by the following General Formula II: ##SPC2## wherein ring A represents a benzene ring or a naphthalene ring, R.sub.1 and R.sub.2 each represents an amino group, and X, Y and Z each represents a hydrogen atom, a halogen atom, an alkyl group, an aralkyl group, an alkoxy group, an aralkoxy group, an acyloxy group, a nitro group or an amino group, useful as a color former, e.g., in a pressure sensitive copying paper. ","Fuji Photo Film Co., Ltd.","Teruo Kobayashi,Keiso Saeki,Sadao Ishige,Hideo Usui","384,916,433,318,543,000,000"
3930672,Pressure-sensitive copying paper containing lactone compounds derived from pyridine-carboxylic acid,1/6/76," A pressure-sensitive copying paper comprising an adsorbent solid acid and a microencapsulated color former capable of forming a distinct color when reacted with the adsorbent acid coated on the same or a different surface of a support or supports, the microencapsulated color former being at least one lactone compound derived from a pyridine-carboxylic acid represented by the formula ##SPC1## Or a mixture thereof, wherein R.sub.1, R.sub.2, R.sub.3 and the partial structure ##SPC2## Are as defined hereinafter, is disclosed. ","Fuji Photo Film Co., Ltd.","Minoru Ozutsumi,Keiso Saeki,Sadao Ishige,Susumu Suzuka,Yoshihide Miyazawa,Akio Watanabe","37,254,163,669,710,300,000,000,000,000,000,000"
3930673,Lottery ticket,1/6/76, A lottery ticket which consists of a continuous strip of sheet material is perforated along predetermined lines and folded to provide a three-layer ticket in which the lottery number is placed on the bottom layer. The perforations are disposed in the two upper layers and define areas that can be readily broken to form lug portions. The ticket number on the bottom layer can be revealed only by pulling on the lug portions which will tear off along the perforated lines. In this manner the ticket is permanently and irreparably altered. ,,StigEmil Sanden,"35,934,433,736,006"
3930674,Couplings,1/6/76," The invention relates to a pressure fluid coupling and in particular a high pressure hydraulic coupling. The coupling comprises two hollow flanged members, one of which carries a spigot having an O-ring near its end. The spigot is inserted into the bore of the other member and when it homes, the front faces of the flanges will abut. A resilient clip clips over the flanges to hold the coupling members together. Both coupling members may however be female members and a coupling device having ""O""-rings near its ends may be inserted into the bores of coupling members. ",,NilsGunnar Jonsson,"2967723,3372949,1980530,3669474,2826437,R19132,2709094,740664,3124405,3405957,3479069,2690939"
3930675,Strain equalizer for thermally stressed pipes,1/6/76," An expansion compensator suitable for controlling the thermal expansion of a pipeline between fixedly disposed components, which comprises a linear pipeline extending between a pair of longitudinally spaced stress-susceptible pipeline components, a longitudinally spaced pair of linear strain equalizers interposed in the linear pipeline between and spaced inwardly from the components, and a pair of overlapping longitudinal anchors affixed to the linear pipeline, each of the anchors further overlapping one of the strain equalizers the combined distances between the outer end of each of the anchors and the adjacent component being substantially equal to the amount of overlap of the anchors. ",Chemiebau Dr. A. Zieren GmbH & Co.,Joachim Sasse,"3,659,879,233,547,820,000,000,000,000"
3930676,Hose coupling and joint,1/6/76," A hose coupling and joint in which a nipple insertable within a relatively hard but flexible tube, such as reinforced nylon, has a long smooth tapered portion at its outer end and a series of barbs at its inner end whose edges define a reverse taper, the barb of largest diameter being at the inner end of the smooth tapered portion and no larger than the inside diameter of the hose to permit ready insertion of the nipple into the hose without damaging the latter. The hose is held upon the nipple by a band type clamp that encircles the hose opposite the barbs. ",Parker-Hannifin Corporation,CecilL. Adams,"29,378,921,868,553,100,000"
3930677,Latch mechanism for closure member,1/6/76, A latch mechanism for a closure member that has a lever arrangement for connecting a main bolt to an auxiliary bolt. The two bolts are retractable together against the bias of a spring which acts through the lever arrangement to provide increased extension of the main bolt when the auxiliary bolt is maintained in a retracted position. ,General Motors Corporation,LynC. Hollis,"3,353,858,366,630,630,000,000,000,000"
3930678,Locking means for sliding closures,1/6/76," Locking means to prevent movement between relatively movable members such as between sliding windows or sliding doors, said locking means including a body portion having a flange formed adjacent opposite edges, said flanges being substantially parallel to each other and each of said flanges having a projecting member adapted to be received in a hole provided in one of said relatively movable members when the locking means are positioned to prevent relative movement therebetween. ",,JamesH. Alexander,"4,642,653,526,421,150,000,000,000,000,000,000,000,000,000,000"
3930679,Dry hole wire core barrel apparatus,1/6/76," Wire line core barrel apparatus that includes a wire line core barrel inner tube assembly movable through a drill stem to be seated in a latched core taking position adjacent the drill stem core bit, and a main overshot assembly that is coupled to a lowering overshot assembly for lowering the inner tube assembly and alternately coupled to a retracting overshot assembly for withdrawing the inner tube assembly. The inner tube assembly includes a generally annular overshot coupling member secured to a latch release tube that is mounted on a latch body to retract a pair of latches when said tube is moved axially outwardly relative the latch body, and an overshot coupling rod secured to the latch body and extended through the coupling member. The lowering overshot assembly has a lock coupling for releasably couplingly engaging the coupling rod that upon pulling on the lowering assembly with more than a given force will release coupling engagement of the lowering with the coupling rod. The retracting overshot assembly has a collet that will couplingly engage the coupling member upon lowering the retracting overshot assembly, and that upon withdrawing the retracting overshot assembly moves the latch release tube to first move the latches to a retracted position and then retract the inner tube assembly. ",Longyear Company,"RonaldB. Anderson,WalterW. Svendsen","3,266,835,312,794,330,000,000,000,000,000,000,000,000,000,000,000"
3930680,Modular structures for enclosing a vehicle load or passenger receiving space,1/6/76," A knockdown modular enclosure structure that is adapted to convert vehicles for use either as mobile security or detention carriers for transporting prisoners, animals or the like or as a means of transportation in which the passengers are protected from persons outside the vehicle. In one embodiment the passenger or load space on the bed of a truck is enclosed by a series of knockdown panels defining the walls and roof of the enclosure. The panels are separably and detachably interlocked without the use of fasteners and in such a manner that they cannot be removed from either inside or outside the enclosure when at least one of the panels, which provide a doorway for entering and leaving the enclosed space is closed. The driver's compartment is protectively enclosed by an additional array of panels fitting over the windshield and windows or window spaces of the compartment. In vehicles having a roofless driver's compartment, a panel construction is provided for enclosing the top of the compartment as well. ",,RogerL. Littlefield,"807,360,102,560,123,000,000,000,000,000,000,000,000,000,000,000"
3930681,Automotive vehicle tilt cab latching devices,1/6/76," A tilt cab automotive vehicle has a latching device comprising a toggle clamp operable to clampingly engage a frame portion of the vehicle with a portion of the tilt cab to restrain the cab from inadvertent tilting during normal vehicle operation. Preferably an assembly utilizing two such devices interconnected by a linkage is provided, and is operable from one side of the vehicle. ",General Motors Corporation,"Ronald Jost,ArthurMalcolm Burton","382,529,524,276,032,000,000"
3930682,Safety belt tension relieving apparatus,1/6/76, The apparatus is adapted to relieve tension on a shoulder belt of a vehicle safety belt system. The apparatus includes a pressure sensing means; a locking member; an electric actuating means; and a biasing means. The pressure sensing means is disposed in the back portion of a seat. The locking member may be a clamp bar or a pawl adapted to engage a ratchet wheel. The electric actuating means may be a solenoid which is mechanically connected to the clamp bar or pawl and electrically connected to the pressure sensing means. The electric actuating means is adapted to actuate the locking member to its locking position. The locking member counteracts the rewind mechanism of the retractor and relieves tension on the shoulder belt. ,Allied Chemical Corporation,FrederickC. Booth,"37,414,953,817,473,300,000,000,000,000,000,000,000,000,000,000,000,000,000"
3930683,Demountable pneumatic tire rim assembly,1/6/76," A pneumatic tire and wheel assembly may be disassembled, so that the tire may be removed after deflation, simply by rotating a cylindrical removable outer rim so as to disengage a respective locking lug on the wheel from a corresponding recess on the removable outer rim. There are eight locking lugs spaced 45 degrees apart on the fixed rim of the wheel and corresponding recesses in the removable outer rims so that without removing the fixed wheel rim from the hub of the automobile it is possible simply by rotating and pulling to remove the removable outer rim after first deflating the tire and then it is possible to remove and replace the tire without the use of bead breaking or bead stretching equipment by inflating the tire back to normal pressure thereby locking the removable rim in place. ",,GraemeJ. MacKeown,"1,497,725,361,261,410,000,000,000,000"
3930684,Automatic wafer feeding and pre-alignment apparatus and method,1/6/76," Improved apparatus and method for automatically withdrawing silicon wafers or like articles from a supply magazine, transporting the same on a fluid bearing to a station where such articles are pre-aligned in sequence prior to treatment thereof at an adjacent mask aligner or like mechanism, and automatically discharging the articles following such treatment thereof onto another fluid bearing for transportation thereof into a discharge magazine. Improved sensor means is provided in conjunction with the supply magazine and discharge magazine for automatically indexing such magazines to feed and receive wafers in sequence moving relative thereto. During pre-alignment operation, each wafer is automatically rotated on an air bearing until it is oriented with a flat edge surface thereof in a predetermined position, which position is maintained as the wafer is transferred into the mask aligner where fine orientation thereof is completed, either manually or automatically, in accordance with the type of mask aligner apparatus with which the pre-alignment apparatus of this invention is combined. ",,"CecilA. Lasch, Jr.,Laszlo Sipos,Karl Ursprung","2,791,314,341,535,020,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
3930685,Solids flow control device,1/6/76," Disclosed herein is a solids flow control device for controlling the rate of flow and the distribution of flow of solids in a continuous counter current contact between liquid and solid material, and more particularly to apparatus wherein an upwardly directed liquid flow counter currently contacts a solid material, and the downward movement of solids is maintained at a uniform rate across the horizontal cross section of the vessel. The device comprises a vessel in which solids move downwardly in a liquid-solid counter current system to a control mechanism in the form of a plurality of longitudinally parallel rotating rolls and baffles which occupy the entire horizontal cross section of the vessel and maintain the even downward movement of the solids at a uniform rate across the horizontal cross section of the vessel. ","""Western States Mining Partners, Ltd. """"B""""""",ThomasHenry Milliken,2692702
3930686,Air brake blend back proportioning valve,1/6/76, A motor vehicle air brake system includes a blend back proportioning valve which reduces brake sensitivity at low braking pressures and which allows full braking at high braking pressures. ,The Weatherhead Company,EdwardS. Orzel,"30,118,333,473,849,300,000,000,000,000,000,000"
3930687,Signal generating circuit for anti-skid brake control apparatus,1/6/76," A signal generating circuit for anti-skid brake system includes at least a pair of first and second wheels, and a pair of first and second sensing coils for sensing rotational conditions of the first and second wheels, respectively, and generating first and second signals in response thereto, wherein upon troubled conditions occurring in either one of the first and second sensing coils, the signal of the other one of the first and second sensing coils is substituted for the signal of the troubled sensing coil in order to maintain anti-skid brake operation even when one of the sensing coils is faulty. ",Aisin Seiki Kabushiki Kaisha,Hiroyuki Amano,"382,530,737,688,733,000,000"
3930688,Anti-skid control system,1/6/76," An anti-skid control system for decreasing braking distance performance of a braked wheeled vehicle while maintaining the lateral stability thereof. The system is comprised of a digital data logic processor responsive to only wheel deceleration and wheel velocity of the braked vehicle for iteratively or alternatively preselectively attenuating and restoring an applied brake fluid pressure, so as to cause the brake system performance to track the knee of the road-torque versus wheel velocity envelope as a function of time. The only parameters employed are wheel deceleration, wheel velocity and mode time for mode-switching between the several control modes (selective brake pressure attenuation and restoration) employed, while the modes themselves include preselective time-scheduling of the respective brake pressure attenuation and restoration. ",Rockwell International Corporation,"GeorgeA. Watson,JamesE. Rau,Rogell Van Wyk","32,350,363,508,795"
3930689,Drive belt assembly for snowmobiles,1/6/76," A drive belt assembly for snowmobiles. The assembly includes an endless drive belt, which extends substantially across the entire width of the rear portion of the snowmobile, and is longitudinally and drivably supported on the snowmobile body. First and second sets of transversely and alternately positioned and spaced drive cleats are securely mounted on the outer surface of the drive belt. Each of the cleats has a first end portion which is adjacent one of the lateral edges of the belt, and a second end portion, which is spaced inwardly from the other edge of the drive belt. Surface portions are defined on the outer surface of the track longitudinally between each of the first end portions of one set of the drive cleats, and transversely between the second end portion of each of the other set of cleats, and the other edge of the drive belt. Flexible, unitary, lugs or projections extend from the outer surface portion. The drive cleats, which are of a futigue resistant design, and the flexible projections cooperate to provide forward traction for the snowmobile, while avoiding side slippage of the snowmobile as it is driven across the snow and/or ice. ","Arctic Enterprises, Inc.",KennethA. Maki,"2,786,725,375,817,030,000,000,000,000,000,000,000,000,000,000,000"
3930690,Agitator shaft seal,1/6/76," An agitator shaft for revolving attached blades within a fluid containing tank rotates in support bearings free of any attachment to the tank. A shaft mounted housed seal unit exteriorly of the tank comprises a packing gland and a fitting connected by a flexible tubing with the fitting having a bore and the tank having a complementary opening each substantially larger than the diameter of the shaft. The shaft extends axially through the fitting and opening into the tank and the fitting is secured in the opening. The flexible tubing is designed to absorb torque from the seal unit and such unit permits the shaft to be mounted with equal facility and efficiency on tanks of plastic, rubber or metal and materially reduces shaft alignment problems. ",,RoyF. Broyhill,"2,829,931,335,904,810,000,000,000,000,000,000,000,000,000,000,000"
3930691,Swing pad bearing,1/6/76," A novel pad-type fluid wedge sliding surface bearing in which the individual pads have a swing-like motion to produce a lubricating wedge between the face of the pad and the moving surface. The center of swing for each pad is located so that the fluid friction moments and the pressure moments on the pads oppose each other. The moment equilibrium position of the pads will form a wedge converging in the direction of motion of the moving member. In achieving this condition, the pads may be constructed of a metal-elastomer laminate section with the laminal arcuately formed about a center located in the direction of the opposing sliding surface. ",,Jerome Greene,"242,402,836,355,341,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
3930692,Combined radial and thrust bearing,1/6/76," An annular shoulder on the radial bearing is contacted by the thrust bearing raceway radially inwardly from the inside periphery of the thrust bearing cage. Either the thrust race or the annular shoulder on the radial bearing, or both, may have an integral axial extension with the thrust race and the radial bearing interlocking radially inwardly from the inner periphery of the thrust bearing cage. The bearing is pressed in to the bore of the housing by pushing against the thrust race with the force against the thrust race being transmitted by way of the annular shoulder to the radial raceway. Thus, it is not necessary to push the bearing into the housing bore by pressing against the thrust rollers which often results in critical damage to the thrust race. ",The Torrington Company,"CharlesWarrell Shattuck,CharlesEdward Condon, Jr.","3,168,359,363,217,830,000,000,000,000"
3930693,Full complement bearing having preloaded hollow rollers,1/6/76," This disclosure relates to a full complement bearing and the method of forming the same wherein the rollers of the bearing are hollow and are installed between the bearing races in a preloaded condition. Further, the rollers have the end portions thereof relieved so that only the central portion of each roller is cylindrical. Such a roller bearing produces highly desirable and unexpected results. First, the runout of the bearing is at a minimum. In fact, utilizing lower grade components, a full complement hollow roller bearing formed in accordance with this disclosure will have the superior minimum runout of a much higher grade bearing utilizing solid rollers. In addition, the life expectancy of the full complement bearing is much greater than that of like full complement bearings having solid rollers. ",The Torrington Company,WillardL. Bowen,"715,579,341,061,816,000,000,000,000,000,000,000,000,000,000,000"
3930694,Bearing for a vertical axle,1/6/76," A bearing for vertical axles particular for use in goniometers comprises a non-displaceable member of an instrument on which a movable member is seated by means of a ball bearing. One of the two members possesses a cylindrical bush and the other one is provided with a journal projecting into said bush. The cylindrical region of the bush and of the journal is divided into three sections, which are sequentially arranged and in which the bush and the journal differ in their diameters. The difference of the diameters is larger in the second and smaller in the third section, if compared to the first section. The relation of the differences of diameters between the journal and the bush in the third section to the length of the third section is equal to or greater than the relation of the differences of diameters in the first section to the entire length of the cylindrical region. ",,"Holm Scheufele,Martin Acker","1,302,872,278,251,220,000,000,000,000"
3930695,Race securing device,1/6/76," A bearing lock is provided which can be inserted, tightened, and removed from the exterior of a rotating machine without disassembly of the end bell of the machine. Positive guiding means insure that the locking portion will only engage a bearing outer race. A portion of the bearing lock comprises a lever which turns about a housing portion fulcrum as a tightening means is torqued. As the locking member is displaced, an angular extension of the lock is drawn into engagement with the outer race and transmits an axially directed force thereon. When secured in operating position, the body of the lock has minimal axial projection thereby avoiding interference with adjacent structure. ",Westinghouse Electric Corporation,RichardE. Forrest,"1,669,725,289,182,910,000,000,000,000,000,000,000,000,000,000,000"
3930696,Toilet paper storage and dispenser,1/6/76," A container with a suspended roller for dispensing toilet tissue, with storage space for a spare roll, and space to hold air freshener fitted within the container. ","The Raymond Lee Organization, Inc.","FlorenceM. Hight,DuaneD. Hight","31,711,352,728,604,100,000,000,000,000,000,000,000,000"
3930697,Dispenser for strip material,1/6/76," A dispenser for strip material comprising a receptacle having an arcuate well for a reservoir roll of strip material, a cover overlying said receptacle for receiving a feed roll of strip material. A base is secured to said receptacle defining a compartment for receiving strips of material torn from said feed roll for future use thereof. The base has upwardly extending flanges and a partition for removably clampingly engaging said receptacle while defining a compartment for receiving the strips of material. ",,"Robert Glenn,Victor Barouh","233,337,838,690,942,000,000"
3930698,Plate holder and dispenser,1/6/76, A paper plate dispenser houses a stack of plates and is provided with specially formed openings in its bottom and side walls to enable one or more of the plates to be removed easily. Brush-like retainers are supported on the inside of the dispenser housing and engage selected portions of the plates in the stack to aid in retaining the plates within the housing. The configuration of the dispenser is such that it may be supported in a horizontal or vertical attitude to facilitate its mounting in a variety of convenient locations. ,,BruceW. Colgan,"3,446,543,334,237,520,000,000,000,000,000,000,000,000,000,000,000"
3930699,Stackable and nestable container units,1/6/76," A sequence of containers of equal width and rectangular form with flat horizontal bottoms and flat vertical sides and ends can be placed in sequence one directly above another to form a self-supporting stack of vertically expanded height. By reversing the sequence, the containers can be placed one directly above another to form a self-supporting nest of collapsed height. The individual containers are symmetrical in shape both longitudinally and laterally and, except for incremental differences in length, can be identical in construction. The end-to-end relationship of successive containers can be the same for both stacking and nesting or individual containers can be turned end-for-end at will for either stacking or nesting. The compressive strength of the end panels provides strong support for either stacked or nested containers through upper and lower integral abutments on the end panels which fit against the side panels of underlying containers, when nested, and overlying panels, when stacked. When stacked or nested, adjacent containers are locked against relative longitudinal displacement by overlapping end panels and are locked against relative lateral displacement by end panels fitting between side panels of adjacent containers. The containers are easily adapted to serve as a wardrobe and play beds for dolls, being fully enclosed when nested and laterally open when stacked. ",Rosemary Schnizlein,"JohnG. Schnizlein, Jr.","3,334,942,383,477,620,000,000,000,000"
3930700,Information storage system,1/6/76," One or more pages of a publication are provided with a pre-printed perforated area which may be removed from the remainder of the page or with a pre-printed form which may be peeled from the page. The perforated areas provide individual cards when removed from the page, while the peelable forms are placed on a backing when they are separated from the page. The cards and backings are provided with shaped cut-outs at one edge for placement in a suitable storage container. ",,MauriceC. Figueres,"1,634,240,352,056,020,000,000,000,000,000,000,000,000,000,000,000"
3930701,Portable television cabinet surface extender,1/6/76," A detachable-table unit for extending the available and useful work and storage surfaces of portable television cabinets, including a top, an outer frame below the top for support on portable television cabinets and an inner frame and movable rod structure for securing the unit from sliding or tipping by enclosing the television handle and fitting against it beneath the grip; other embodiments include adjustment, buffet, drop leaf, shelving, drawer and antenna access features. ",,DanielA. Otakie,"29,558,882,341,635,200,000,000,000,000,000,000,000,000,000,000,000,000,000"
3930702,Hang-it-all jewelry cabinet,1/6/76," A decorative wall cabinet for retaining an assembly of necklaces with or without medallions thereon, chains, both long and short, chains of beads, bracelets, rings and ornamental pins all in visible, convenient arrangement for selection by the wearer. The cabinet has a hinged door with a picture or other decoration on its outer surface and a mirror on its inner surface. A bar is fixed below the mirror having outwardly extending pegs or pins to hang the shorter chains or rings thereon. Inside the cabinet is a row of compartments at the top for bracelets and such jewelry, a bar having pins extending outwardly from the bar to hang long chains or necklaces thereon in spaced individual relationship. At the bottom end are two pivoted drawers having chambers therein to receive smaller items of jewelry such as pins, bars, etc. ",,JohnR. Pichowicz,"124,558,285,883,136,000,000,000,000"
3930703,Central plug connection,1/6/76," A central plug connection, especially for the connection of diagnostic apparatus in vehicles, in which a frame box consisting of electrically insulating material and equipped with at least one continuous ground rail connected with the vehicle ground is secured in the vehicle; each electrical connecting line coming from individual vehicle aggregates, is provided with a separate plug socket element that is sealingly and disengageably connected by itself at the frame box while the ground and shielding connection of the socket element is electrically connected with the ground rail; a common multi-plug is thereby adapted to be inserted into the sockets of all plug socket elements. ",,Norbert Kinast,"33,848,653,829,815"
3930704,Wall socket,1/6/76," A wall socket of the ""pick-safe"" type to prevent or at least make it difficult for children to come into contact with the electrical conducting contacting members of the wall socket wherein the contacting members are arranged to be movable between an inoperative position, where they are inaccessible from the openings of the socket, to an operative contact position which includes a guiding arrangement to guide the contacting members to the operative position when connecting the plug to the socket, and to an inoperative position, when removing the plug from the socket. ",,Dinko Dekanic,"15,225,742,155,925,200,000,000,000,000,000,000"
3930705,Electrical connector assembly,1/6/76, The following specification is directed to an electrical connector assembly including a cam surface on one connector body having recessed contacts and a cam follower on the other connector body having recessed contacts for guiding the connector bodies and contacts into proper engagement. Guide means are also provided on the connector bodies for facilely guiding the insertion of a socket contact into one of the bodies and a boot having improved guiding means is used for sealing and gripping the conductors connected to the contacts. ,Bunker Ramo Corporation,DavidA. Gallagher,"31,963,823,167,374,300,000,000,000,000,000,000,000,000,000,000,000,000,000"
